/*********************************************
 * OPL 22.1.2.0 Data
 * Author: adrien.dacostaveiga
 * Creation Date: Apr 21, 2026 at 9:37:29 AM
 *********************************************/

// =====================================================
// AIRLAND 2 - JEU DE DONNÉES POUR P3
// Modèle multi-pistes / séquencement
// =====================================================

n = 15;
m = 1;

// ======================
// DATES D’ATTERRISSAGE LES PLUS TÔT
// ======================
E = [54,115,9,14,25,32,34,34,40,59,191,176,85,77,201];

// ======================
// DATES D’ATTERRISSAGE LES PLUS TARD
// ======================
L = [129,190,84,89,100,107,109,109,115,134,266,251,160,152,276];

// ======================
// DATES CIBLES (DEADLINES)
// ======================
A = [155,250,93,98,111,120,121,120,128,151,341,313,181,171,342];

// ======================
// TEMPS ADDITIONNELS (t[i][r])
// ======================
// (ici : une seule piste)
t = [
 [10],[10],[10],[10],[10],
 [10],[10],[10],[10],[10],
 [10],[10],[10],[10],[10]
];

// ======================
// MATRICE DES TEMPS DE SÉPARATION
// ======================
s = [
 [99999,3,15,15,15,15,15,15,15,15,15,15,15,15,15],
 [3,99999,15,15,15,15,15,15,15,15,15,15,15,15,15],
 [15,15,99999,8,8,8,8,8,8,8,8,8,8,8,8],
 [15,15,8,99999,8,8,8,8,8,8,8,8,8,8,8],
 [15,15,8,8,99999,8,8,8,8,8,8,8,8,8,8],
 [15,15,8,8,8,99999,8,8,8,8,8,8,8,8,8],
 [15,15,8,8,8,8,99999,8,8,8,8,8,8,8,8],
 [15,15,8,8,8,8,8,99999,8,8,8,8,8,8,8],
 [15,15,8,8,8,8,8,8,99999,8,8,8,8,8,8],
 [15,15,8,8,8,8,8,8,8,99999,8,8,8,8,8],
 [15,15,8,8,8,8,8,8,8,8,99999,3,15,15,3],
 [15,15,8,8,8,8,8,8,8,8,3,99999,15,15,3],
 [15,15,8,8,8,8,8,8,8,8,15,15,99999,8,15],
 [15,15,8,8,8,8,8,8,8,8,15,15,8,99999,15],
 [15,15,8,8,8,8,8,8,8,8,3,3,15,15,99999]
];

// ======================
// CONSTANTE BIG-M
// ======================
M = 10000;
